ano,idade,motivo_situacao,sexo,qte_acidentes,situacao
2010-01-01,45 a 49 Anos,Típico-Com Cat,Masculino,4757.0,Com Cat Registrada
2010-01-01,45 a 49 Anos,Doença do Trabalho-Com Cat,Masculino,294.0,Com Cat Registrada
2010-01-01,45 a 49 Anos,Trajeto-Com Cat,Masculino,796.0,Com Cat Registrada
2010-01-01,45 a 49 Anos,Típico-Com Cat,Feminino,1752.0,Com Cat Registrada
2010-01-01,45 a 49 Anos,Doença do Trabalho-Com Cat,Feminino,195.0,Com Cat Registrada
2010-01-01,45 a 49 Anos,Trajeto-Com Cat,Feminino,570.0,Com Cat Registrada
2010-01-01,45 a 49 Anos,Típico-Com Cat,Masculino,4380.0,Com Cat Registrada
2010-01-01,45 a 49 Anos,Doença do Trabalho-Com Cat,Masculino,312.0,Com Cat Registrada
2010-01-01,45 a 49 Anos,Trajeto-Com Cat,Masculino,715.0,Com Cat Registrada
2010-01-01,45 a 49 Anos,Típico-Com Cat,Feminino,1478.0,Com Cat Registrada
2010-01-01,45 a 49 Anos,Doença do Trabalho-Com Cat,Feminino,178.0,Com Cat Registrada
2010-01-01,45 a 49 Anos,Trajeto-Com Cat,Feminino,497.0,Com Cat Registrada
2010-01-01,50 a 54 Anos,Típico-Com Cat,Masculino,4224.0,Com Cat Registrada
2010-01-01,50 a 54 Anos,Doença do Trabalho-Com Cat,Masculino,297.0,Com Cat Registrada
2010-01-01,50 a 54 Anos,Trajeto-Com Cat,Masculino,683.0,Com Cat Registrada
2010-01-01,50 a 54 Anos,Típico-Com Cat,Feminino,1446.0,Com Cat Registrada
2010-01-01,50 a 54 Anos,Doença do Trabalho-Com Cat,Feminino,167.0,Com Cat Registrada
2010-01-01,50 a 54 Anos,Trajeto-Com Cat,Feminino,488.0,Com Cat Registrada
2010-01-01,50 a 54 Anos,Típico-Com Cat,Masculino,3790.0,Com Cat Registrada
2010-01-01,50 a 54 Anos,Doença do Trabalho-Com Cat,Masculino,215.0,Com Cat Registrada
2010-01-01,50 a 54 Anos,Trajeto-Com Cat,Masculino,625.0,Com Cat Registrada
2010-01-01,50 a 54 Anos,Típico-Com Cat,Feminino,1258.0,Com Cat Registrada
2010-01-01,50 a 54 Anos,Doença do Trabalho-Com Cat,Feminino,135.0,Com Cat Registrada
2010-01-01,50 a 54 Anos,Trajeto-Com Cat,Feminino,450.0,Com Cat Registrada
2010-01-01,50 a 54 Anos,Típico-Com Cat,Masculino,3477.0,Com Cat Registrada
2010-01-01,50 a 54 Anos,Doença do Trabalho-Com Cat,Masculino,210.0,Com Cat Registrada
2010-01-01,50 a 54 Anos,Trajeto-Com Cat,Masculino,547.0,Com Cat Registrada
2010-01-01,50 a 54 Anos,Típico-Com Cat,Feminino,1251.0,Com Cat Registrada
2010-01-01,50 a 54 Anos,Doença do Trabalho-Com Cat,Feminino,124.0,Com Cat Registrada
2010-01-01,50 a 54 Anos,Trajeto-Com Cat,Feminino,449.0,Com Cat Registrada
2010-01-01,50 a 54 Anos,Típico-Com Cat,Masculino,3182.0,Com Cat Registrada
2010-01-01,50 a 54 Anos,Doença do Trabalho-Com Cat,Masculino,177.0,Com Cat Registrada
2010-01-01,50 a 54 Anos,Trajeto-Com Cat,Masculino,518.0,Com Cat Registrada
2010-01-01,50 a 54 Anos,Típico-Com Cat,Feminino,1016.0,Com Cat Registrada
2010-01-01,50 a 54 Anos,Doença do Trabalho-Com Cat,Feminino,99.0,Com Cat Registrada
2010-01-01,50 a 54 Anos,Trajeto-Com Cat,Feminino,423.0,Com Cat Registrada
2010-01-01,50 a 54 Anos,Típico-Com Cat,Masculino,2811.0,Com Cat Registrada
2010-01-01,50 a 54 Anos,Doença do Trabalho-Com Cat,Masculino,135.0,Com Cat Registrada
2010-01-01,50 a 54 Anos,Trajeto-Com Cat,Masculino,452.0,Com Cat Registrada
2010-01-01,50 a 54 Anos,Típico-Com Cat,Feminino,941.0,Com Cat Registrada
2010-01-01,50 a 54 Anos,Doença do Trabalho-Com Cat,Feminino,80.0,Com Cat Registrada
2010-01-01,50 a 54 Anos,Trajeto-Com Cat,Feminino,378.0,Com Cat Registrada
2010-01-01,55 a 59 Anos,Típico-Com Cat,Masculino,2457.0,Com Cat Registrada
2010-01-01,55 a 59 Anos,Doença do Trabalho-Com Cat,Masculino,130.0,Com Cat Registrada
2010-01-01,55 a 59 Anos,Trajeto-Com Cat,Masculino,383.0,Com Cat Registrada
2010-01-01,55 a 59 Anos,Típico-Com Cat,Feminino,796.0,Com Cat Registrada
2010-01-01,55 a 59 Anos,Doença do Trabalho-Com Cat,Feminino,51.0,Com Cat Registrada
2010-01-01,55 a 59 Anos,Trajeto-Com Cat,Feminino,316.0,Com Cat Registrada
2010-01-01,55 a 59 Anos,Típico-Com Cat,Masculino,2178.0,Com Cat Registrada
2010-01-01,55 a 59 Anos,Doença do Trabalho-Com Cat,Masculino,134.0,Com Cat Registrada
2010-01-01,55 a 59 Anos,Trajeto-Com Cat,Masculino,360.0,Com Cat Registrada
2010-01-01,55 a 59 Anos,Típico-Com Cat,Feminino,700.0,Com Cat Registrada
2010-01-01,55 a 59 Anos,Doença do Trabalho-Com Cat,Feminino,56.0,Com Cat Registrada
2010-01-01,55 a 59 Anos,Trajeto-Com Cat,Feminino,270.0,Com Cat Registrada
2010-01-01,55 a 59 Anos,Típico-Com Cat,Masculino,1873.0,Com Cat Registrada
2010-01-01,55 a 59 Anos,Doença do Trabalho-Com Cat,Masculino,87.0,Com Cat Registrada
2010-01-01,55 a 59 Anos,Trajeto-Com Cat,Masculino,270.0,Com Cat Registrada
2010-01-01,55 a 59 Anos,Típico-Com Cat,Feminino,542.0,Com Cat Registrada
2010-01-01,55 a 59 Anos,Doença do Trabalho-Com Cat,Feminino,34.0,Com Cat Registrada
2010-01-01,55 a 59 Anos,Trajeto-Com Cat,Feminino,214.0,Com Cat Registrada
2010-01-01,55 a 59 Anos,Típico-Com Cat,Masculino,1650.0,Com Cat Registrada
2010-01-01,55 a 59 Anos,Doença do Trabalho-Com Cat,Masculino,86.0,Com Cat Registrada
2010-01-01,55 a 59 Anos,Trajeto-Com Cat,Masculino,264.0,Com Cat Registrada
2010-01-01,55 a 59 Anos,Típico-Com Cat,Feminino,508.0,Com Cat Registrada
2010-01-01,55 a 59 Anos,Doença do Trabalho-Com Cat,Feminino,32.0,Com Cat Registrada
2010-01-01,55 a 59 Anos,Trajeto-Com Cat,Feminino,215.0,Com Cat Registrada
2010-01-01,55 a 59 Anos,Típico-Com Cat,Masculino,1365.0,Com Cat Registrada
2010-01-01,55 a 59 Anos,Doença do Trabalho-Com Cat,Masculino,58.0,Com Cat Registrada
2010-01-01,55 a 59 Anos,Trajeto-Com Cat,Masculino,210.0,Com Cat Registrada
2010-01-01,55 a 59 Anos,Típico-Com Cat,Feminino,370.0,Com Cat Registrada
2010-01-01,55 a 59 Anos,Doença do Trabalho-Com Cat,Feminino,21.0,Com Cat Registrada
2010-01-01,55 a 59 Anos,Trajeto-Com Cat,Feminino,164.0,Com Cat Registrada
2010-01-01,60 a 64 Anos,Típico-Com Cat,Masculino,1151.0,Com Cat Registrada
2010-01-01,60 a 64 Anos,Doença do Trabalho-Com Cat,Masculino,60.0,Com Cat Registrada
2010-01-01,60 a 64 Anos,Trajeto-Com Cat,Masculino,199.0,Com Cat Registrada
2010-01-01,60 a 64 Anos,Típico-Com Cat,Feminino,283.0,Com Cat Registrada
2010-01-01,60 a 64 Anos,Doença do Trabalho-Com Cat,Feminino,17.0,Com Cat Registrada
2010-01-01,60 a 64 Anos,Trajeto-Com Cat,Feminino,142.0,Com Cat Registrada
2010-01-01,60 a 64 Anos,Típico-Com Cat,Masculino,887.0,Com Cat Registrada
2010-01-01,60 a 64 Anos,Doença do Trabalho-Com Cat,Masculino,39.0,Com Cat Registrada
2010-01-01,60 a 64 Anos,Trajeto-Com Cat,Masculino,130.0,Com Cat Registrada
2010-01-01,60 a 64 Anos,Típico-Com Cat,Feminino,197.0,Com Cat Registrada
2010-01-01,60 a 64 Anos,Doença do Trabalho-Com Cat,Feminino,5.0,Com Cat Registrada
2010-01-01,60 a 64 Anos,Trajeto-Com Cat,Feminino,86.0,Com Cat Registrada
2010-01-01,60 a 64 Anos,Típico-Com Cat,Masculino,798.0,Com Cat Registrada
2010-01-01,60 a 64 Anos,Doença do Trabalho-Com Cat,Masculino,36.0,Com Cat Registrada
2010-01-01,60 a 64 Anos,Trajeto-Com Cat,Masculino,140.0,Com Cat Registrada
2010-01-01,60 a 64 Anos,Típico-Com Cat,Feminino,160.0,Com Cat Registrada
2010-01-01,60 a 64 Anos,Doença do Trabalho-Com Cat,Feminino,7.0,Com Cat Registrada
2010-01-01,60 a 64 Anos,Trajeto-Com Cat,Feminino,55.0,Com Cat Registrada
2010-01-01,60 a 64 Anos,Típico-Com Cat,Masculino,571.0,Com Cat Registrada
2010-01-01,60 a 64 Anos,Doença do Trabalho-Com Cat,Masculino,28.0,Com Cat Registrada
2010-01-01,60 a 64 Anos,Trajeto-Com Cat,Masculino,111.0,Com Cat Registrada
2010-01-01,60 a 64 Anos,Típico-Com Cat,Feminino,90.0,Com Cat Registrada
2010-01-01,60 a 64 Anos,Doença do Trabalho-Com Cat,Feminino,3.0,Com Cat Registrada
2010-01-01,60 a 64 Anos,Trajeto-Com Cat,Feminino,47.0,Com Cat Registrada
2010-01-01,60 a 64 Anos,Típico-Com Cat,Masculino,461.0,Com Cat Registrada
2010-01-01,60 a 64 Anos,Doença do Trabalho-Com Cat,Masculino,19.0,Com Cat Registrada
2010-01-01,60 a 64 Anos,Trajeto-Com Cat,Masculino,90.0,Com Cat Registrada
2010-01-01,60 a 64 Anos,Típico-Com Cat,Feminino,83.0,Com Cat Registrada
2010-01-01,60 a 64 Anos,Doença do Trabalho-Com Cat,Feminino,4.0,Com Cat Registrada
2010-01-01,60 a 64 Anos,Trajeto-Com Cat,Feminino,32.0,Com Cat Registrada
2010-01-01,65 a 69 Anos,Típico-Com Cat,Masculino,305.0,Com Cat Registrada
2010-01-01,65 a 69 Anos,Doença do Trabalho-Com Cat,Masculino,8.0,Com Cat Registrada
2010-01-01,65 a 69 Anos,Trajeto-Com Cat,Masculino,45.0,Com Cat Registrada
2010-01-01,65 a 69 Anos,Típico-Com Cat,Feminino,52.0,Com Cat Registrada
2010-01-01,65 a 69 Anos,Doença do Trabalho-Com Cat,Feminino,2.0,Com Cat Registrada
2010-01-01,65 a 69 Anos,Trajeto-Com Cat,Feminino,21.0,Com Cat Registrada
2010-01-01,65 a 69 Anos,Típico-Com Cat,Masculino,184.0,Com Cat Registrada
2010-01-01,65 a 69 Anos,Doença do Trabalho-Com Cat,Masculino,15.0,Com Cat Registrada
2010-01-01,65 a 69 Anos,Trajeto-Com Cat,Masculino,44.0,Com Cat Registrada
2010-01-01,65 a 69 Anos,Típico-Com Cat,Feminino,51.0,Com Cat Registrada
2010-01-01,65 a 69 Anos,Doença do Trabalho-Com Cat,Feminino,1.0,Com Cat Registrada
2010-01-01,65 a 69 Anos,Trajeto-Com Cat,Feminino,16.0,Com Cat Registrada
2010-01-01,65 a 69 Anos,Típico-Com Cat,Masculino,144.0,Com Cat Registrada
2010-01-01,65 a 69 Anos,Doença do Trabalho-Com Cat,Masculino,4.0,Com Cat Registrada
2010-01-01,65 a 69 Anos,Trajeto-Com Cat,Masculino,24.0,Com Cat Registrada
2010-01-01,65 a 69 Anos,Típico-Com Cat,Feminino,28.0,Com Cat Registrada
2010-01-01,65 a 69 Anos,Doença do Trabalho-Com Cat,Feminino,1.0,Com Cat Registrada
2010-01-01,65 a 69 Anos,Trajeto-Com Cat,Feminino,12.0,Com Cat Registrada
2010-01-01,65 a 69 Anos,Típico-Com Cat,Masculino,109.0,Com Cat Registrada
2010-01-01,65 a 69 Anos,Doença do Trabalho-Com Cat,Masculino,4.0,Com Cat Registrada
2010-01-01,65 a 69 Anos,Trajeto-Com Cat,Masculino,15.0,Com Cat Registrada
2010-01-01,65 a 69 Anos,Típico-Com Cat,Feminino,26.0,Com Cat Registrada
2010-01-01,65 a 69 Anos,Trajeto-Com Cat,Feminino,13.0,Com Cat Registrada
2010-01-01,65 a 69 Anos,Típico-Com Cat,Masculino,62.0,Com Cat Registrada
2010-01-01,65 a 69 Anos,Doença do Trabalho-Com Cat,Masculino,4.0,Com Cat Registrada
2010-01-01,65 a 69 Anos,Trajeto-Com Cat,Masculino,11.0,Com Cat Registrada
2010-01-01,65 a 69 Anos,Típico-Com Cat,Feminino,20.0,Com Cat Registrada
2010-01-01,65 a 69 Anos,Doença do Trabalho-Com Cat,Feminino,2.0,Com Cat Registrada
2010-01-01,65 a 69 Anos,Trajeto-Com Cat,Feminino,5.0,Com Cat Registrada
2010-01-01,70 Anos ou mais,Típico-Com Cat,Masculino,73.0,Com Cat Registrada
2010-01-01,70 Anos ou mais,Doença do Trabalho-Com Cat,Masculino,4.0,Com Cat Registrada
2010-01-01,70 Anos ou mais,Trajeto-Com Cat,Masculino,9.0,Com Cat Registrada
2010-01-01,70 Anos ou mais,Típico-Com Cat,Feminino,20.0,Com Cat Registrada
2010-01-01,70 Anos ou mais,Trajeto-Com Cat,Feminino,5.0,Com Cat Registrada
2010-01-01,70 Anos ou mais,Típico-Com Cat,Masculino,56.0,Com Cat Registrada
2010-01-01,70 Anos ou mais,Doença do Trabalho-Com Cat,Masculino,2.0,Com Cat Registrada
2010-01-01,70 Anos ou mais,Trajeto-Com Cat,Masculino,9.0,Com Cat Registrada
2010-01-01,70 Anos ou mais,Típico-Com Cat,Feminino,8.0,Com Cat Registrada
2010-01-01,70 Anos ou mais,Trajeto-Com Cat,Feminino,3.0,Com Cat Registrada
2010-01-01,70 Anos ou mais,Típico-Com Cat,Masculino,33.0,Com Cat Registrada
2010-01-01,70 Anos ou mais,Trajeto-Com Cat,Masculino,3.0,Com Cat Registrada
2010-01-01,70 Anos ou mais,Típico-Com Cat,Feminino,4.0,Com Cat Registrada
2010-01-01,70 Anos ou mais,Doença do Trabalho-Com Cat,Feminino,1.0,Com Cat Registrada
2010-01-01,70 Anos ou mais,Trajeto-Com Cat,Feminino,6.0,Com Cat Registrada
2010-01-01,70 Anos ou mais,Típico-Com Cat,Masculino,24.0,Com Cat Registrada
2010-01-01,70 Anos ou mais,Doença do Trabalho-Com Cat,Masculino,3.0,Com Cat Registrada
2010-01-01,70 Anos ou mais,Trajeto-Com Cat,Masculino,4.0,Com Cat Registrada
2010-01-01,70 Anos ou mais,Típico-Com Cat,Feminino,6.0,Com Cat Registrada
2010-01-01,70 Anos ou mais,Trajeto-Com Cat,Feminino,3.0,Com Cat Registrada
2010-01-01,70 Anos ou mais,Típico-Com Cat,Masculino,33.0,Com Cat Registrada
2010-01-01,70 Anos ou mais,Doença do Trabalho-Com Cat,Masculino,2.0,Com Cat Registrada
2010-01-01,70 Anos ou mais,Trajeto-Com Cat,Masculino,4.0,Com Cat Registrada
2010-01-01,70 Anos ou mais,Típico-Com Cat,Feminino,5.0,Com Cat Registrada
2010-01-01,70 Anos ou mais,Trajeto-Com Cat,Feminino,2.0,Com Cat Registrada
2010-01-01,70 Anos ou mais,Típico-Com Cat,Masculino,15.0,Com Cat Registrada
2010-01-01,70 Anos ou mais,Doença do Trabalho-Com Cat,Masculino,1.0,Com Cat Registrada
2010-01-01,70 Anos ou mais,Trajeto-Com Cat,Masculino,2.0,Com Cat Registrada
2010-01-01,70 Anos ou mais,Típico-Com Cat,Feminino,1.0,Com Cat Registrada
2010-01-01,70 Anos ou mais,Doença do Trabalho-Com Cat,Feminino,1.0,Com Cat Registrada
2010-01-01,70 Anos ou mais,Trajeto-Com Cat,Feminino,4.0,Com Cat Registrada
2010-01-01,70 Anos ou mais,Típico-Com Cat,Masculino,14.0,Com Cat Registrada
2010-01-01,70 Anos ou mais,Doença do Trabalho-Com Cat,Masculino,1.0,Com Cat Registrada
2010-01-01,70 Anos ou mais,Trajeto-Com Cat,Masculino,4.0,Com Cat Registrada
2010-01-01,70 Anos ou mais,Típico-Com Cat,Feminino,3.0,Com Cat Registrada
2010-01-01,70 Anos ou mais,Típico-Com Cat,Masculino,10.0,Com Cat Registrada
2010-01-01,70 Anos ou mais,Trajeto-Com Cat,Masculino,2.0,Com Cat Registrada
2010-01-01,70 Anos ou mais,Típico-Com Cat,Feminino,4.0,Com Cat Registrada
2010-01-01,70 Anos ou mais,Trajeto-Com Cat,Feminino,3.0,Com Cat Registrada
2010-01-01,70 Anos ou mais,Típico-Com Cat,Masculino,5.0,Com Cat Registrada
2010-01-01,70 Anos ou mais,Típico-Com Cat,Feminino,4.0,Com Cat Registrada
2010-01-01,70 Anos ou mais,Trajeto-Com Cat,Feminino,2.0,Com Cat Registrada
2010-01-01,70 Anos ou mais,Típico-Com Cat,Masculino,5.0,Com Cat Registrada
2010-01-01,70 Anos ou mais,Trajeto-Com Cat,Masculino,2.0,Com Cat Registrada
2010-01-01,70 Anos ou mais,Típico-Com Cat,Feminino,3.0,Com Cat Registrada
2010-01-01,70 Anos ou mais,Trajeto-Com Cat,Feminino,4.0,Com Cat Registrada
2010-01-01,70 Anos ou mais,Típico-Com Cat,Masculino,8.0,Com Cat Registrada
2010-01-01,70 Anos ou mais,Trajeto-Com Cat,Masculino,2.0,Com Cat Registrada
2010-01-01,70 Anos ou mais,Típico-Com Cat,Feminino,4.0,Com Cat Registrada
2010-01-01,70 Anos ou mais,Trajeto-Com Cat,Feminino,1.0,Com Cat Registrada
2010-01-01,70 Anos ou mais,Típico-Com Cat,Masculino,2.0,Com Cat Registrada
2010-01-01,70 Anos ou mais,Trajeto-Com Cat,Masculino,1.0,Com Cat Registrada
2010-01-01,70 Anos ou mais,Trajeto-Com Cat,Feminino,1.0,Com Cat Registrada
2010-01-01,70 Anos ou mais,Típico-Com Cat,Masculino,2.0,Com Cat Registrada
2010-01-01,70 Anos ou mais,Trajeto-Com Cat,Feminino,1.0,Com Cat Registrada
2010-01-01,70 Anos ou mais,Típico-Com Cat,Masculino,3.0,Com Cat Registrada
2010-01-01,70 Anos ou mais,Trajeto-Com Cat,Masculino,2.0,Com Cat Registrada
2010-01-01,70 Anos ou mais,Típico-Com Cat,Feminino,1.0,Com Cat Registrada
2010-01-01,70 Anos ou mais,Típico-Com Cat,Masculino,2.0,Com Cat Registrada
2010-01-01,70 Anos ou mais,Trajeto-Com Cat,Masculino,2.0,Com Cat Registrada
2010-01-01,70 Anos ou mais,Típico-Com Cat,Masculino,2.0,Com Cat Registrada
2010-01-01,70 Anos ou mais,Trajeto-Com Cat,Feminino,1.0,Com Cat Registrada
2010-01-01,70 Anos ou mais,Típico-Com Cat,Masculino,1.0,Com Cat Registrada
2010-01-01,70 Anos ou mais,Trajeto-Com Cat,Masculino,1.0,Com Cat Registrada
2010-01-01,70 Anos ou mais,Típico-Com Cat,Feminino,1.0,Com Cat Registrada
2010-01-01,70 Anos ou mais,Trajeto-Com Cat,Masculino,1.0,Com Cat Registrada
2010-01-01,70 Anos ou mais,Típico-Com Cat,Feminino,1.0,Com Cat Registrada
2010-01-01,70 Anos ou mais,Típico-Com Cat,Masculino,2.0,Com Cat Registrada
2010-01-01,70 Anos ou mais,Trajeto-Com Cat,Masculino,1.0,Com Cat Registrada
2010-01-01,70 Anos ou mais,Típico-Com Cat,Feminino,2.0,Com Cat Registrada
2010-01-01,70 Anos ou mais,Típico-Com Cat,Masculino,4.0,Com Cat Registrada
2010-01-01,70 Anos ou mais,Típico-Com Cat,Feminino,1.0,Com Cat Registrada
2010-01-01,70 Anos ou mais,Típico-Com Cat,Masculino,5.0,Com Cat Registrada
2010-01-01,Ignorada,Sem Cat,Masculino,4.0,Sem Cat Registrada
2010-01-01,Ignorada,Sem Cat,Feminino,3.0,Sem Cat Registrada
2010-01-01,19 Anos ou menos,Sem Cat,Masculino,78.0,Sem Cat Registrada
2010-01-01,19 Anos ou menos,Sem Cat,Masculino,4.0,Sem Cat Registrada
2010-01-01,19 Anos ou menos,Sem Cat,Masculino,2.0,Sem Cat Registrada
2010-01-01,19 Anos ou menos,Sem Cat,Feminino,18.0,Sem Cat Registrada
2010-01-01,19 Anos ou menos,Sem Cat,Masculino,302.0,Sem Cat Registrada
2010-01-01,19 Anos ou menos,Sem Cat,Masculino,9.0,Sem Cat Registrada
2010-01-01,19 Anos ou menos,Sem Cat,Masculino,3.0,Sem Cat Registrada
2010-01-01,19 Anos ou menos,Sem Cat,Feminino,63.0,Sem Cat Registrada
2010-01-01,19 Anos ou menos,Sem Cat,Feminino,4.0,Sem Cat Registrada
2010-01-01,19 Anos ou menos,Sem Cat,Masculino,634.0,Sem Cat Registrada
2010-01-01,19 Anos ou menos,Sem Cat,Masculino,10.0,Sem Cat Registrada
2010-01-01,19 Anos ou menos,Sem Cat,Masculino,2.0,Sem Cat Registrada
2010-01-01,19 Anos ou menos,Sem Cat,Feminino,167.0,Sem Cat Registrada
2010-01-01,19 Anos ou menos,Sem Cat,Feminino,3.0,Sem Cat Registrada
2010-01-01,19 Anos ou menos,Sem Cat,Masculino,1336.0,Sem Cat Registrada
2010-01-01,19 Anos ou menos,Sem Cat,Masculino,8.0,Sem Cat Registrada
2010-01-01,19 Anos ou menos,Sem Cat,Masculino,2.0,Sem Cat Registrada
2010-01-01,19 Anos ou menos,Sem Cat,Feminino,349.0,Sem Cat Registrada
2010-01-01,19 Anos ou menos,Sem Cat,Feminino,4.0,Sem Cat Registrada
2010-01-01,20 a 24 Anos,Sem Cat,Masculino,1790.0,Sem Cat Registrada
2010-01-01,20 a 24 Anos,Sem Cat,Masculino,20.0,Sem Cat Registrada
2010-01-01,20 a 24 Anos,Sem Cat,Feminino,615.0,Sem Cat Registrada
2010-01-01,20 a 24 Anos,Sem Cat,Feminino,1.0,Sem Cat Registrada
2010-01-01,20 a 24 Anos,Sem Cat,Masculino,2220.0,Sem Cat Registrada
2010-01-01,20 a 24 Anos,Sem Cat,Masculino,10.0,Sem Cat Registrada
2010-01-01,20 a 24 Anos,Sem Cat,Masculino,2.0,Sem Cat Registrada
2010-01-01,20 a 24 Anos,Sem Cat,Feminino,838.0,Sem Cat Registrada
2010-01-01,20 a 24 Anos,Sem Cat,Feminino,2.0,Sem Cat Registrada
2010-01-01,20 a 24 Anos,Sem Cat,Masculino,2482.0,Sem Cat Registrada
2010-01-01,20 a 24 Anos,Sem Cat,Masculino,13.0,Sem Cat Registrada
2010-01-01,20 a 24 Anos,Sem Cat,Masculino,5.0,Sem Cat Registrada
2010-01-01,20 a 24 Anos,Sem Cat,Feminino,995.0,Sem Cat Registrada
2010-01-01,20 a 24 Anos,Sem Cat,Feminino,1.0,Sem Cat Registrada
2010-01-01,20 a 24 Anos,Sem Cat,Masculino,2579.0,Sem Cat Registrada
2010-01-01,20 a 24 Anos,Sem Cat,Masculino,12.0,Sem Cat Registrada
2010-01-01,20 a 24 Anos,Sem Cat,Masculino,1.0,Sem Cat Registrada
2010-01-01,20 a 24 Anos,Sem Cat,Masculino,2.0,Sem Cat Registrada
2010-01-01,20 a 24 Anos,Sem Cat,Feminino,1086.0,Sem Cat Registrada
2010-01-01,20 a 24 Anos,Sem Cat,Feminino,3.0,Sem Cat Registrada
2010-01-01,20 a 24 Anos,Sem Cat,Feminino,2.0,Sem Cat Registrada
2010-01-01,20 a 24 Anos,Sem Cat,Masculino,2678.0,Sem Cat Registrada
2010-01-01,20 a 24 Anos,Sem Cat,Masculino,14.0,Sem Cat Registrada
2010-01-01,20 a 24 Anos,Sem Cat,Masculino,2.0,Sem Cat Registrada
2010-01-01,20 a 24 Anos,Sem Cat,Feminino,1221.0,Sem Cat Registrada
2010-01-01,20 a 24 Anos,Sem Cat,Feminino,5.0,Sem Cat Registrada
2010-01-01,25 a 29 Anos,Sem Cat,Masculino,2841.0,Sem Cat Registrada
2010-01-01,25 a 29 Anos,Sem Cat,Masculino,13.0,Sem Cat Registrada
2010-01-01,25 a 29 Anos,Sem Cat,Feminino,1257.0,Sem Cat Registrada
2010-01-01,25 a 29 Anos,Sem Cat,Feminino,1.0,Sem Cat Registrada
2010-01-01,25 a 29 Anos,Sem Cat,Masculino,2869.0,Sem Cat Registrada
2010-01-01,25 a 29 Anos,Sem Cat,Masculino,16.0,Sem Cat Registrada
2010-01-01,25 a 29 Anos,Sem Cat,Masculino,1.0,Sem Cat Registrada
2010-01-01,25 a 29 Anos,Sem Cat,Feminino,1375.0,Sem Cat Registrada
2010-01-01,25 a 29 Anos,Sem Cat,Feminino,4.0,Sem Cat Registrada
2010-01-01,25 a 29 Anos,Sem Cat,Masculino,3032.0,Sem Cat Registrada
2010-01-01,25 a 29 Anos,Sem Cat,Masculino,11.0,Sem Cat Registrada
2010-01-01,25 a 29 Anos,Sem Cat,Feminino,1551.0,Sem Cat Registrada
2010-01-01,25 a 29 Anos,Sem Cat,Feminino,5.0,Sem Cat Registrada
2010-01-01,25 a 29 Anos,Sem Cat,Feminino,1.0,Sem Cat Registrada
2010-01-01,25 a 29 Anos,Sem Cat,Masculino,3333.0,Sem Cat Registrada
2010-01-01,25 a 29 Anos,Sem Cat,Masculino,16.0,Sem Cat Registrada
2010-01-01,25 a 29 Anos,Sem Cat,Masculino,2.0,Sem Cat Registrada
2010-01-01,25 a 29 Anos,Sem Cat,Feminino,1646.0,Sem Cat Registrada
2010-01-01,25 a 29 Anos,Sem Cat,Feminino,2.0,Sem Cat Registrada
2010-01-01,25 a 29 Anos,Sem Cat,Masculino,3193.0,Sem Cat Registrada
2010-01-01,25 a 29 Anos,Sem Cat,Masculino,16.0,Sem Cat Registrada
2010-01-01,25 a 29 Anos,Sem Cat,Masculino,2.0,Sem Cat Registrada
2010-01-01,25 a 29 Anos,Sem Cat,Masculino,1.0,Sem Cat Registrada
2010-01-01,25 a 29 Anos,Sem Cat,Feminino,1815.0,Sem Cat Registrada
2010-01-01,25 a 29 Anos,Sem Cat,Feminino,4.0,Sem Cat Registrada
2010-01-01,25 a 29 Anos,Sem Cat,Feminino,2.0,Sem Cat Registrada
2010-01-01,30 a 34 Anos,Sem Cat,Masculino,3146.0,Sem Cat Registrada
2010-01-01,30 a 34 Anos,Sem Cat,Masculino,8.0,Sem Cat Registrada
2010-01-01,30 a 34 Anos,Sem Cat,Feminino,1786.0,Sem Cat Registrada
2010-01-01,30 a 34 Anos,Sem Cat,Feminino,8.0,Sem Cat Registrada
2010-01-01,30 a 34 Anos,Sem Cat,Feminino,1.0,Sem Cat Registrada
2010-01-01,30 a 34 Anos,Sem Cat,Masculino,3362.0,Sem Cat Registrada
2010-01-01,30 a 34 Anos,Sem Cat,Masculino,8.0,Sem Cat Registrada
2010-01-01,30 a 34 Anos,Sem Cat,Masculino,3.0,Sem Cat Registrada
2010-01-01,30 a 34 Anos,Sem Cat,Feminino,1846.0,Sem Cat Registrada
2010-01-01,30 a 34 Anos,Sem Cat,Feminino,4.0,Sem Cat Registrada
2010-01-01,30 a 34 Anos,Sem Cat,Feminino,1.0,Sem Cat Registrada
2010-01-01,30 a 34 Anos,Sem Cat,Masculino,3270.0,Sem Cat Registrada
2010-01-01,30 a 34 Anos,Sem Cat,Masculino,24.0,Sem Cat Registrada
2010-01-01,30 a 34 Anos,Sem Cat,Masculino,3.0,Sem Cat Registrada
2010-01-01,30 a 34 Anos,Sem Cat,Feminino,1818.0,Sem Cat Registrada
2010-01-01,30 a 34 Anos,Sem Cat,Feminino,11.0,Sem Cat Registrada
2010-01-01,30 a 34 Anos,Sem Cat,Masculino,3253.0,Sem Cat Registrada
2010-01-01,30 a 34 Anos,Sem Cat,Masculino,15.0,Sem Cat Registrada
2010-01-01,30 a 34 Anos,Sem Cat,Masculino,1.0,Sem Cat Registrada
2010-01-01,30 a 34 Anos,Sem Cat,Feminino,1874.0,Sem Cat Registrada
