ano,parte_atingida,motivo_situacao,qte_acidentes,situacao
2006-01-01,Punho,Doença do Trabalho-Com Cat,2225,Com Cat Registrada
2006-01-01,Punho,Trajeto-Com Cat,1602,Com Cat Registrada
2006-01-01,Mão (Exceto Punho ou Dedos),Típico-Com Cat,37208,Com Cat Registrada
2006-01-01,Mão (Exceto Punho ou Dedos),Doença do Trabalho-Com Cat,771,Com Cat Registrada
2006-01-01,Mão (Exceto Punho ou Dedos),Trajeto-Com Cat,2793,Com Cat Registrada
2006-01-01,Dedo,Típico-Com Cat,118997,Com Cat Registrada
2006-01-01,Dedo,Doença do Trabalho-Com Cat,453,Com Cat Registrada
2006-01-01,Dedo,Trajeto-Com Cat,3677,Com Cat Registrada
2006-01-01,"Membros Superiores, Partes Múltiplas",Típico-Com Cat,2980,Com Cat Registrada
2006-01-01,"Membros Superiores, Partes Múltiplas",Doença do Trabalho-Com Cat,1355,Com Cat Registrada
2006-01-01,"Membros Superiores, Partes Múltiplas",Trajeto-Com Cat,1225,Com Cat Registrada
2006-01-01,"Membros Superiores, não Informado",Típico-Com Cat,3800,Com Cat Registrada
2006-01-01,"Membros Superiores, não Informado",Doença do Trabalho-Com Cat,2884,Com Cat Registrada
2006-01-01,"Membros Superiores, não Informado",Trajeto-Com Cat,959,Com Cat Registrada
2006-01-01,Ombro,Típico-Com Cat,9840,Com Cat Registrada
2006-01-01,Ombro,Doença do Trabalho-Com Cat,4868,Com Cat Registrada
2006-01-01,Ombro,Trajeto-Com Cat,3773,Com Cat Registrada
2006-01-01,Tórax (Inclusive Órgãos Internos),Típico-Com Cat,3638,Com Cat Registrada
2006-01-01,Tórax (Inclusive Órgãos Internos),Doença do Trabalho-Com Cat,116,Com Cat Registrada
2006-01-01,Tórax (Inclusive Órgãos Internos),Trajeto-Com Cat,998,Com Cat Registrada
2006-01-01,"Dorso (Incl. Músculos Dorsais, Coluna e Medula)",Típico-Com Cat,21115,Com Cat Registrada
2006-01-01,"Dorso (Incl. Músculos Dorsais, Coluna e Medula)",Doença do Trabalho-Com Cat,3947,Com Cat Registrada
2006-01-01,"Dorso (Incl. Músculos Dorsais, Coluna e Medula)",Trajeto-Com Cat,2284,Com Cat Registrada
2006-01-01,Abdome (Inclusive Órgãos Internos),Típico-Com Cat,3072,Com Cat Registrada
2006-01-01,Abdome (Inclusive Órgãos Internos),Doença do Trabalho-Com Cat,281,Com Cat Registrada
2006-01-01,Abdome (Inclusive Órgãos Internos),Trajeto-Com Cat,885,Com Cat Registrada
2006-01-01,"Quadris (Inclusive Pélvis, Órgãos Pélvicos e",Típico-Com Cat,2441,Com Cat Registrada
2006-01-01,"Quadris (Inclusive Pélvis, Órgãos Pélvicos e",Doença do Trabalho-Com Cat,78,Com Cat Registrada
2006-01-01,"Quadris (Inclusive Pélvis, Órgãos Pélvicos e",Trajeto-Com Cat,659,Com Cat Registrada
2006-01-01,"Tronco, Parte Múltiplas",Típico-Com Cat,1914,Com Cat Registrada
2006-01-01,"Tronco, Parte Múltiplas",Doença do Trabalho-Com Cat,146,Com Cat Registrada
2006-01-01,"Tronco, Parte Múltiplas",Trajeto-Com Cat,705,Com Cat Registrada
2006-01-01,"Tronco, não Informado",Típico-Com Cat,1898,Com Cat Registrada
2006-01-01,"Tronco, não Informado",Doença do Trabalho-Com Cat,112,Com Cat Registrada
2006-01-01,"Tronco, não Informado",Trajeto-Com Cat,337,Com Cat Registrada
2006-01-01,Perna (Entre O Tornozelo e a Pélvis),Típico-Com Cat,11852,Com Cat Registrada
2006-01-01,Perna (Entre O Tornozelo e a Pélvis),Doença do Trabalho-Com Cat,113,Com Cat Registrada
2006-01-01,Perna (Entre O Tornozelo e a Pélvis),Trajeto-Com Cat,4122,Com Cat Registrada
2006-01-01,Coxa,Típico-Com Cat,2684,Com Cat Registrada
2006-01-01,Coxa,Doença do Trabalho-Com Cat,35,Com Cat Registrada
2006-01-01,Coxa,Trajeto-Com Cat,474,Com Cat Registrada
2006-01-01,Joelho,Típico-Com Cat,19043,Com Cat Registrada
2006-01-01,Joelho,Doença do Trabalho-Com Cat,339,Com Cat Registrada
2006-01-01,Joelho,Trajeto-Com Cat,6255,Com Cat Registrada
2006-01-01,Perna (Entre o Tornozelo e o Joelho),Típico-Com Cat,12524,Com Cat Registrada
2006-01-01,Perna (Entre o Tornozelo e o Joelho),Doença do Trabalho-Com Cat,119,Com Cat Registrada
2006-01-01,Perna (Entre o Tornozelo e o Joelho),Trajeto-Com Cat,4754,Com Cat Registrada
2006-01-01,Articulação do Tornozelo,Típico-Com Cat,11426,Com Cat Registrada
2006-01-01,Articulação do Tornozelo,Doença do Trabalho-Com Cat,87,Com Cat Registrada
2006-01-01,Articulação do Tornozelo,Trajeto-Com Cat,4720,Com Cat Registrada
2006-01-01,Pé (Exceto Artelhos),Típico-Com Cat,30048,Com Cat Registrada
2006-01-01,Pé (Exceto Artelhos),Doença do Trabalho-Com Cat,170,Com Cat Registrada
2006-01-01,Pé (Exceto Artelhos),Trajeto-Com Cat,6515,Com Cat Registrada
2006-01-01,Artelho,Típico-Com Cat,1883,Com Cat Registrada
2006-01-01,Artelho,Doença do Trabalho-Com Cat,18,Com Cat Registrada
2006-01-01,Artelho,Trajeto-Com Cat,218,Com Cat Registrada
2006-01-01,"Membros Inferiores, Partes Múltiplas",Típico-Com Cat,1845,Com Cat Registrada
2006-01-01,"Membros Inferiores, Partes Múltiplas",Doença do Trabalho-Com Cat,94,Com Cat Registrada
2006-01-01,"Membros Inferiores, Partes Múltiplas",Trajeto-Com Cat,1177,Com Cat Registrada
2006-01-01,"Membros Inferiores, não Informado",Típico-Com Cat,3285,Com Cat Registrada
2006-01-01,"Membros Inferiores, não Informado",Doença do Trabalho-Com Cat,90,Com Cat Registrada
2006-01-01,"Membros Inferiores, não Informado",Trajeto-Com Cat,1245,Com Cat Registrada
2006-01-01,Partes Múltiplas,Típico-Com Cat,8490,Com Cat Registrada
2006-01-01,Partes Múltiplas,Doença do Trabalho-Com Cat,602,Com Cat Registrada
2006-01-01,Partes Múltiplas,Trajeto-Com Cat,7797,Com Cat Registrada
2006-01-01,Sistemas e Aparelhos,Típico-Com Cat,662,Com Cat Registrada
2006-01-01,Sistemas e Aparelhos,Doença do Trabalho-Com Cat,332,Com Cat Registrada
2006-01-01,Sistemas e Aparelhos,Trajeto-Com Cat,198,Com Cat Registrada
2006-01-01,Aparelho Circulatório,Típico-Com Cat,85,Com Cat Registrada
2006-01-01,Aparelho Circulatório,Doença do Trabalho-Com Cat,141,Com Cat Registrada
2006-01-01,Aparelho Circulatório,Trajeto-Com Cat,17,Com Cat Registrada
2006-01-01,Aparelho Respiratório,Típico-Com Cat,681,Com Cat Registrada
2006-01-01,Aparelho Respiratório,Doença do Trabalho-Com Cat,330,Com Cat Registrada
2006-01-01,Aparelho Respiratório,Trajeto-Com Cat,59,Com Cat Registrada
2006-01-01,Sistema Nervoso,Típico-Com Cat,3005,Com Cat Registrada
2006-01-01,Sistema Nervoso,Doença do Trabalho-Com Cat,518,Com Cat Registrada
2006-01-01,Sistema Nervoso,Trajeto-Com Cat,128,Com Cat Registrada
2006-01-01,Aparelho Digestivo,Típico-Com Cat,214,Com Cat Registrada
2006-01-01,Aparelho Digestivo,Doença do Trabalho-Com Cat,151,Com Cat Registrada
2006-01-01,Aparelho Digestivo,Trajeto-Com Cat,15,Com Cat Registrada
2006-01-01,Aparelho Gênito-Urinário,Típico-Com Cat,292,Com Cat Registrada
2006-01-01,Aparelho Gênito-Urinário,Doença do Trabalho-Com Cat,62,Com Cat Registrada
2006-01-01,Aparelho Gênito-Urinário,Trajeto-Com Cat,67,Com Cat Registrada
2006-01-01,Sistema Músculo-Esquelético,Típico-Com Cat,411,Com Cat Registrada
2006-01-01,Sistema Músculo-Esquelético,Doença do Trabalho-Com Cat,94,Com Cat Registrada
2006-01-01,Sistema Músculo-Esquelético,Trajeto-Com Cat,85,Com Cat Registrada
2006-01-01,"Sistemas e Aparelhos, não Informado",Típico-Com Cat,261,Com Cat Registrada
2006-01-01,"Sistemas e Aparelhos, não Informado",Doença do Trabalho-Com Cat,110,Com Cat Registrada
2006-01-01,"Sistemas e Aparelhos, não Informado",Trajeto-Com Cat,42,Com Cat Registrada
2007-01-01,Ignorada,Doença do Trabalho-Com Cat,1,Com Cat Registrada
2007-01-01,Crânio (Inclusive Encéfalo),Típico-Com Cat,950,Com Cat Registrada
2007-01-01,Crânio (Inclusive Encéfalo),Doença do Trabalho-Com Cat,30,Com Cat Registrada
2007-01-01,Crânio (Inclusive Encéfalo),Trajeto-Com Cat,578,Com Cat Registrada
2007-01-01,"Ouvido (Externo, Médio, Interno, Audição e Eq",Típico-Com Cat,1337,Com Cat Registrada
2007-01-01,"Ouvido (Externo, Médio, Interno, Audição e Eq",Doença do Trabalho-Com Cat,2468,Com Cat Registrada
2007-01-01,"Ouvido (Externo, Médio, Interno, Audição e Eq",Trajeto-Com Cat,44,Com Cat Registrada
2007-01-01,Olho (Inclusive Nervo Ótico e Visão),Típico-Com Cat,18970,Com Cat Registrada
2007-01-01,Olho (Inclusive Nervo Ótico e Visão),Doença do Trabalho-Com Cat,101,Com Cat Registrada
2007-01-01,Olho (Inclusive Nervo Ótico e Visão),Trajeto-Com Cat,412,Com Cat Registrada
2007-01-01,"Nariz (Inclusive Fossas Nasais, Seios da Face",Típico-Com Cat,1607,Com Cat Registrada
2007-01-01,"Nariz (Inclusive Fossas Nasais, Seios da Face",Doença do Trabalho-Com Cat,17,Com Cat Registrada
2007-01-01,"Nariz (Inclusive Fossas Nasais, Seios da Face",Trajeto-Com Cat,312,Com Cat Registrada
2007-01-01,"Boca (Inclusive Lábios, Dentes, Língua, Garga",Típico-Com Cat,2003,Com Cat Registrada
2007-01-01,"Boca (Inclusive Lábios, Dentes, Língua, Garga",Doença do Trabalho-Com Cat,142,Com Cat Registrada
2007-01-01,"Boca (Inclusive Lábios, Dentes, Língua, Garga",Trajeto-Com Cat,371,Com Cat Registrada
2007-01-01,Mandíbula (Inclusive Queixo),Típico-Com Cat,645,Com Cat Registrada
2007-01-01,Mandíbula (Inclusive Queixo),Doença do Trabalho-Com Cat,5,Com Cat Registrada
2007-01-01,Mandíbula (Inclusive Queixo),Trajeto-Com Cat,221,Com Cat Registrada
2007-01-01,"Face, Partes Múltiplas",Típico-Com Cat,6690,Com Cat Registrada
2007-01-01,"Face, Partes Múltiplas",Doença do Trabalho-Com Cat,40,Com Cat Registrada
2007-01-01,"Face, Partes Múltiplas",Trajeto-Com Cat,1346,Com Cat Registrada
2007-01-01,"Cabeça, Partes Múltiplas",Típico-Com Cat,4558,Com Cat Registrada
2007-01-01,"Cabeça, Partes Múltiplas",Doença do Trabalho-Com Cat,71,Com Cat Registrada
2007-01-01,"Cabeça, Partes Múltiplas",Trajeto-Com Cat,2079,Com Cat Registrada
2007-01-01,"Cabeça, não Informado",Típico-Com Cat,10908,Com Cat Registrada
2007-01-01,"Cabeça, não Informado",Doença do Trabalho-Com Cat,305,Com Cat Registrada
2007-01-01,"Cabeça, não Informado",Trajeto-Com Cat,2162,Com Cat Registrada
2007-01-01,Braço (Entre o Punho e o Ombro),Típico-Com Cat,13247,Com Cat Registrada
2007-01-01,Braço (Entre o Punho e o Ombro),Doença do Trabalho-Com Cat,1747,Com Cat Registrada
2007-01-01,Braço (Entre o Punho e o Ombro),Trajeto-Com Cat,3871,Com Cat Registrada
2007-01-01,Braço (Acima do Cotovelo),Típico-Com Cat,4267,Com Cat Registrada
2007-01-01,Braço (Acima do Cotovelo),Doença do Trabalho-Com Cat,242,Com Cat Registrada
2007-01-01,Braço (Acima do Cotovelo),Trajeto-Com Cat,1243,Com Cat Registrada
2007-01-01,Pescoço,Típico-Com Cat,1596,Com Cat Registrada
2007-01-01,Pescoço,Doença do Trabalho-Com Cat,62,Com Cat Registrada
2007-01-01,Pescoço,Trajeto-Com Cat,466,Com Cat Registrada
2007-01-01,Cotovelo,Típico-Com Cat,3549,Com Cat Registrada
2007-01-01,Cotovelo,Doença do Trabalho-Com Cat,471,Com Cat Registrada
2007-01-01,Cotovelo,Trajeto-Com Cat,1045,Com Cat Registrada
2007-01-01,Antebraço (Entre o Punho e o Cotovelo),Típico-Com Cat,16009,Com Cat Registrada
2007-01-01,Antebraço (Entre o Punho e o Cotovelo),Doença do Trabalho-Com Cat,977,Com Cat Registrada
2007-01-01,Antebraço (Entre o Punho e o Cotovelo),Trajeto-Com Cat,3255,Com Cat Registrada
2007-01-01,Punho,Típico-Com Cat,8717,Com Cat Registrada
2007-01-01,Punho,Doença do Trabalho-Com Cat,1682,Com Cat Registrada
2007-01-01,Punho,Trajeto-Com Cat,1768,Com Cat Registrada
2007-01-01,Mão (Exceto Punho ou Dedos),Típico-Com Cat,37547,Com Cat Registrada
2007-01-01,Mão (Exceto Punho ou Dedos),Doença do Trabalho-Com Cat,552,Com Cat Registrada
2007-01-01,Mão (Exceto Punho ou Dedos),Trajeto-Com Cat,2785,Com Cat Registrada
2007-01-01,Dedo,Típico-Com Cat,126524,Com Cat Registrada
2007-01-01,Dedo,Doença do Trabalho-Com Cat,376,Com Cat Registrada
2007-01-01,Dedo,Trajeto-Com Cat,4079,Com Cat Registrada
2007-01-01,"Membros Superiores, Partes Múltiplas",Típico-Com Cat,2977,Com Cat Registrada
2007-01-01,"Membros Superiores, Partes Múltiplas",Doença do Trabalho-Com Cat,967,Com Cat Registrada
2007-01-01,"Membros Superiores, Partes Múltiplas",Trajeto-Com Cat,1313,Com Cat Registrada
2007-01-01,"Membros Superiores, não Informado",Típico-Com Cat,3853,Com Cat Registrada
2007-01-01,"Membros Superiores, não Informado",Doença do Trabalho-Com Cat,2188,Com Cat Registrada
2007-01-01,"Membros Superiores, não Informado",Trajeto-Com Cat,1063,Com Cat Registrada
2007-01-01,Ombro,Típico-Com Cat,9367,Com Cat Registrada
2007-01-01,Ombro,Doença do Trabalho-Com Cat,3792,Com Cat Registrada
2007-01-01,Ombro,Trajeto-Com Cat,4034,Com Cat Registrada
2007-01-01,Tórax (Inclusive Órgãos Internos),Típico-Com Cat,3504,Com Cat Registrada
2007-01-01,Tórax (Inclusive Órgãos Internos),Doença do Trabalho-Com Cat,82,Com Cat Registrada
2007-01-01,Tórax (Inclusive Órgãos Internos),Trajeto-Com Cat,1067,Com Cat Registrada
2007-01-01,"Dorso (Incl. Músculos Dorsais, Coluna e Medula)",Típico-Com Cat,19250,Com Cat Registrada
2007-01-01,"Dorso (Incl. Músculos Dorsais, Coluna e Medula)",Doença do Trabalho-Com Cat,2932,Com Cat Registrada
2007-01-01,"Dorso (Incl. Músculos Dorsais, Coluna e Medula)",Trajeto-Com Cat,2347,Com Cat Registrada
2007-01-01,Abdome (Inclusive Órgãos Internos),Típico-Com Cat,2715,Com Cat Registrada
2007-01-01,Abdome (Inclusive Órgãos Internos),Doença do Trabalho-Com Cat,225,Com Cat Registrada
2007-01-01,Abdome (Inclusive Órgãos Internos),Trajeto-Com Cat,857,Com Cat Registrada
2007-01-01,"Quadris (Inclusive Pélvis, Órgãos Pélvicos e",Típico-Com Cat,2447,Com Cat Registrada
2007-01-01,"Quadris (Inclusive Pélvis, Órgãos Pélvicos e",Doença do Trabalho-Com Cat,55,Com Cat Registrada
2007-01-01,"Quadris (Inclusive Pélvis, Órgãos Pélvicos e",Trajeto-Com Cat,696,Com Cat Registrada
2007-01-01,"Tronco, Parte Múltiplas",Típico-Com Cat,2015,Com Cat Registrada
2007-01-01,"Tronco, Parte Múltiplas",Doença do Trabalho-Com Cat,115,Com Cat Registrada
2007-01-01,"Tronco, Parte Múltiplas",Trajeto-Com Cat,808,Com Cat Registrada
2007-01-01,"Tronco, não Informado",Típico-Com Cat,1968,Com Cat Registrada
2007-01-01,"Tronco, não Informado",Doença do Trabalho-Com Cat,96,Com Cat Registrada
2007-01-01,"Tronco, não Informado",Trajeto-Com Cat,402,Com Cat Registrada
2007-01-01,Perna (Entre O Tornozelo e a Pélvis),Típico-Com Cat,11858,Com Cat Registrada
2007-01-01,Perna (Entre O Tornozelo e a Pélvis),Doença do Trabalho-Com Cat,80,Com Cat Registrada
2007-01-01,Perna (Entre O Tornozelo e a Pélvis),Trajeto-Com Cat,4207,Com Cat Registrada
2007-01-01,Coxa,Típico-Com Cat,2829,Com Cat Registrada
2007-01-01,Coxa,Doença do Trabalho-Com Cat,18,Com Cat Registrada
2007-01-01,Coxa,Trajeto-Com Cat,497,Com Cat Registrada
2007-01-01,Joelho,Típico-Com Cat,19155,Com Cat Registrada
2007-01-01,Joelho,Doença do Trabalho-Com Cat,324,Com Cat Registrada
2007-01-01,Joelho,Trajeto-Com Cat,6637,Com Cat Registrada
2007-01-01,Perna (Entre o Tornozelo e o Joelho),Típico-Com Cat,12088,Com Cat Registrada
2007-01-01,Perna (Entre o Tornozelo e o Joelho),Doença do Trabalho-Com Cat,98,Com Cat Registrada
2007-01-01,Perna (Entre o Tornozelo e o Joelho),Trajeto-Com Cat,4940,Com Cat Registrada
2007-01-01,Articulação do Tornozelo,Típico-Com Cat,11929,Com Cat Registrada
2007-01-01,Articulação do Tornozelo,Doença do Trabalho-Com Cat,61,Com Cat Registrada
2007-01-01,Articulação do Tornozelo,Trajeto-Com Cat,4947,Com Cat Registrada
2007-01-01,Pé (Exceto Artelhos),Típico-Com Cat,30163,Com Cat Registrada
2007-01-01,Pé (Exceto Artelhos),Doença do Trabalho-Com Cat,156,Com Cat Registrada
2007-01-01,Pé (Exceto Artelhos),Trajeto-Com Cat,6657,Com Cat Registrada
2007-01-01,Artelho,Típico-Com Cat,1887,Com Cat Registrada
2007-01-01,Artelho,Doença do Trabalho-Com Cat,12,Com Cat Registrada
2007-01-01,Artelho,Trajeto-Com Cat,224,Com Cat Registrada
2007-01-01,"Membros Inferiores, Partes Múltiplas",Típico-Com Cat,1790,Com Cat Registrada
2007-01-01,"Membros Inferiores, Partes Múltiplas",Doença do Trabalho-Com Cat,74,Com Cat Registrada
2007-01-01,"Membros Inferiores, Partes Múltiplas",Trajeto-Com Cat,1349,Com Cat Registrada
2007-01-01,"Membros Inferiores, não Informado",Típico-Com Cat,3396,Com Cat Registrada
2007-01-01,"Membros Inferiores, não Informado",Doença do Trabalho-Com Cat,82,Com Cat Registrada
2007-01-01,"Membros Inferiores, não Informado",Trajeto-Com Cat,1451,Com Cat Registrada
2007-01-01,Partes Múltiplas,Típico-Com Cat,9110,Com Cat Registrada
2007-01-01,Partes Múltiplas,Doença do Trabalho-Com Cat,375,Com Cat Registrada
2007-01-01,Partes Múltiplas,Trajeto-Com Cat,8853,Com Cat Registrada
2007-01-01,Sistemas e Aparelhos,Típico-Com Cat,587,Com Cat Registrada
2007-01-01,Sistemas e Aparelhos,Doença do Trabalho-Com Cat,218,Com Cat Registrada
2007-01-01,Sistemas e Aparelhos,Trajeto-Com Cat,168,Com Cat Registrada
2007-01-01,Aparelho Circulatório,Típico-Com Cat,80,Com Cat Registrada
2007-01-01,Aparelho Circulatório,Doença do Trabalho-Com Cat,82,Com Cat Registrada
2007-01-01,Aparelho Circulatório,Trajeto-Com Cat,17,Com Cat Registrada
2007-01-01,Aparelho Respiratório,Típico-Com Cat,952,Com Cat Registrada
2007-01-01,Aparelho Respiratório,Doença do Trabalho-Com Cat,254,Com Cat Registrada
2007-01-01,Aparelho Respiratório,Trajeto-Com Cat,39,Com Cat Registrada
2007-01-01,Sistema Nervoso,Típico-Com Cat,2860,Com Cat Registrada
2007-01-01,Sistema Nervoso,Doença do Trabalho-Com Cat,503,Com Cat Registrada
2007-01-01,Sistema Nervoso,Trajeto-Com Cat,165,Com Cat Registrada
2007-01-01,Aparelho Digestivo,Típico-Com Cat,353,Com Cat Registrada
2007-01-01,Aparelho Digestivo,Doença do Trabalho-Com Cat,74,Com Cat Registrada
2007-01-01,Aparelho Digestivo,Trajeto-Com Cat,10,Com Cat Registrada
2007-01-01,Aparelho Gênito-Urinário,Típico-Com Cat,290,Com Cat Registrada
2007-01-01,Aparelho Gênito-Urinário,Doença do Trabalho-Com Cat,54,Com Cat Registrada
2007-01-01,Aparelho Gênito-Urinário,Trajeto-Com Cat,82,Com Cat Registrada
2007-01-01,Sistema Músculo-Esquelético,Típico-Com Cat,349,Com Cat Registrada
2007-01-01,Sistema Músculo-Esquelético,Doença do Trabalho-Com Cat,79,Com Cat Registrada
2007-01-01,Sistema Músculo-Esquelético,Trajeto-Com Cat,106,Com Cat Registrada
2007-01-01,"Sistemas e Aparelhos, não Informado",Típico-Com Cat,140,Com Cat Registrada
2007-01-01,"Sistemas e Aparelhos, não Informado",Doença do Trabalho-Com Cat,89,Com Cat Registrada
2007-01-01,"Sistemas e Aparelhos, não Informado",Trajeto-Com Cat,32,Com Cat Registrada
2007-01-01,Ignorada,Sem Cat,139412,Sem Cat Registrada
2007-01-01,Ignorada,Sem Cat,1549,Sem Cat Registrada
2007-01-01,Ignorada,Sem Cat,28,Sem Cat Registrada
2007-01-01,Ignorada,Sem Cat,119,Sem Cat Registrada
2008-01-01,Crânio (Inclusive Encéfalo),Típico-Com Cat,910,Com Cat Registrada
2008-01-01,Crânio (Inclusive Encéfalo),Doença do Trabalho-Com Cat,34,Com Cat Registrada
2008-01-01,Crânio (Inclusive Encéfalo),Trajeto-Com Cat,583,Com Cat Registrada
2008-01-01,"Ouvido (Externo, Médio, Interno, Audição e Eq",Típico-Com Cat,977,Com Cat Registrada
2008-01-01,"Ouvido (Externo, Médio, Interno, Audição e Eq",Doença do Trabalho-Com Cat,1762,Com Cat Registrada
2008-01-01,"Ouvido (Externo, Médio, Interno, Audição e Eq",Trajeto-Com Cat,31,Com Cat Registrada
2008-01-01,Olho (Inclusive Nervo Ótico e Visão),Típico-Com Cat,19729,Com Cat Registrada
2008-01-01,Olho (Inclusive Nervo Ótico e Visão),Doença do Trabalho-Com Cat,99,Com Cat Registrada
2008-01-01,Olho (Inclusive Nervo Ótico e Visão),Trajeto-Com Cat,399,Com Cat Registrada
2008-01-01,"Nariz (Inclusive Fossas Nasais, Seios da Face",Típico-Com Cat,1794,Com Cat Registrada
2008-01-01,"Nariz (Inclusive Fossas Nasais, Seios da Face",Doença do Trabalho-Com Cat,85,Com Cat Registrada
2008-01-01,"Nariz (Inclusive Fossas Nasais, Seios da Face",Trajeto-Com Cat,317,Com Cat Registrada
2008-01-01,"Boca (Inclusive Lábios, Dentes, Língua, Garga",Típico-Com Cat,2250,Com Cat Registrada
2008-01-01,"Boca (Inclusive Lábios, Dentes, Língua, Garga",Doença do Trabalho-Com Cat,138,Com Cat Registrada
2008-01-01,"Boca (Inclusive Lábios, Dentes, Língua, Garga",Trajeto-Com Cat,344,Com Cat Registrada
2008-01-01,Mandíbula (Inclusive Queixo),Típico-Com Cat,687,Com Cat Registrada
2008-01-01,Mandíbula (Inclusive Queixo),Doença do Trabalho-Com Cat,3,Com Cat Registrada
2008-01-01,Mandíbula (Inclusive Queixo),Trajeto-Com Cat,223,Com Cat Registrada
2008-01-01,"Face, Partes Múltiplas",Típico-Com Cat,7383,Com Cat Registrada
2008-01-01,"Face, Partes Múltiplas",Doença do Trabalho-Com Cat,42,Com Cat Registrada
2008-01-01,"Face, Partes Múltiplas",Trajeto-Com Cat,1460,Com Cat Registrada
2008-01-01,"Cabeça, Partes Múltiplas",Típico-Com Cat,4664,Com Cat Registrada
2008-01-01,"Cabeça, Partes Múltiplas",Doença do Trabalho-Com Cat,81,Com Cat Registrada
2008-01-01,"Cabeça, Partes Múltiplas",Trajeto-Com Cat,1967,Com Cat Registrada
2008-01-01,"Cabeça, não Informado",Típico-Com Cat,12132,Com Cat Registrada
2008-01-01,"Cabeça, não Informado",Doença do Trabalho-Com Cat,311,Com Cat Registrada
2008-01-01,"Cabeça, não Informado",Trajeto-Com Cat,2235,Com Cat Registrada
2008-01-01,Braço (Entre o Punho e o Ombro),Típico-Com Cat,13710,Com Cat Registrada
2008-01-01,Braço (Entre o Punho e o Ombro),Doença do Trabalho-Com Cat,1410,Com Cat Registrada
2008-01-01,Braço (Entre o Punho e o Ombro),Trajeto-Com Cat,4294,Com Cat Registrada
2008-01-01,Braço (Acima do Cotovelo),Típico-Com Cat,4225,Com Cat Registrada
2008-01-01,Braço (Acima do Cotovelo),Doença do Trabalho-Com Cat,191,Com Cat Registrada
2008-01-01,Braço (Acima do Cotovelo),Trajeto-Com Cat,1325,Com Cat Registrada
2008-01-01,Pescoço,Típico-Com Cat,1567,Com Cat Registrada
2008-01-01,Pescoço,Doença do Trabalho-Com Cat,52,Com Cat Registrada
2008-01-01,Pescoço,Trajeto-Com Cat,542,Com Cat Registrada
2008-01-01,Cotovelo,Típico-Com Cat,3851,Com Cat Registrada
2008-01-01,Cotovelo,Doença do Trabalho-Com Cat,490,Com Cat Registrada
2008-01-01,Cotovelo,Trajeto-Com Cat,1331,Com Cat Registrada
2008-01-01,Antebraço (Entre o Punho e o Cotovelo),Típico-Com Cat,17084,Com Cat Registrada
2008-01-01,Antebraço (Entre o Punho e o Cotovelo),Doença do Trabalho-Com Cat,770,Com Cat Registrada
2008-01-01,Antebraço (Entre o Punho e o Cotovelo),Trajeto-Com Cat,3528,Com Cat Registrada
2008-01-01,Punho,Típico-Com Cat,9464,Com Cat Registrada
2008-01-01,Punho,Doença do Trabalho-Com Cat,1530,Com Cat Registrada
2008-01-01,Punho,Trajeto-Com Cat,2037,Com Cat Registrada
2008-01-01,Mão (Exceto Punho ou Dedos),Típico-Com Cat,39073,Com Cat Registrada
2008-01-01,Mão (Exceto Punho ou Dedos),Doença do Trabalho-Com Cat,530,Com Cat Registrada
2008-01-01,Mão (Exceto Punho ou Dedos),Trajeto-Com Cat,3212,Com Cat Registrada
2008-01-01,Dedo,Típico-Com Cat,135595,Com Cat Registrada
2008-01-01,Dedo,Doença do Trabalho-Com Cat,472,Com Cat Registrada
2008-01-01,Dedo,Trajeto-Com Cat,4472,Com Cat Registrada
2008-01-01,"Membros Superiores, Partes Múltiplas",Típico-Com Cat,3053,Com Cat Registrada
2008-01-01,"Membros Superiores, Partes Múltiplas",Doença do Trabalho-Com Cat,804,Com Cat Registrada
2008-01-01,"Membros Superiores, Partes Múltiplas",Trajeto-Com Cat,1533,Com Cat Registrada
2008-01-01,"Membros Superiores, não Informado",Típico-Com Cat,4251,Com Cat Registrada
2008-01-01,"Membros Superiores, não Informado",Doença do Trabalho-Com Cat,1925,Com Cat Registrada
2008-01-01,"Membros Superiores, não Informado",Trajeto-Com Cat,1364,Com Cat Registrada
2008-01-01,Ombro,Típico-Com Cat,9841,Com Cat Registrada
2008-01-01,Ombro,Doença do Trabalho-Com Cat,3935,Com Cat Registrada
2008-01-01,Ombro,Trajeto-Com Cat,4513,Com Cat Registrada
2008-01-01,Tórax (Inclusive Órgãos Internos),Típico-Com Cat,3621,Com Cat Registrada
2008-01-01,Tórax (Inclusive Órgãos Internos),Doença do Trabalho-Com Cat,81,Com Cat Registrada
2008-01-01,Tórax (Inclusive Órgãos Internos),Trajeto-Com Cat,1154,Com Cat Registrada
2008-01-01,"Dorso (Incl. Músculos Dorsais, Coluna e Medula)",Típico-Com Cat,18563,Com Cat Registrada
2008-01-01,"Dorso (Incl. Músculos Dorsais, Coluna e Medula)",Doença do Trabalho-Com Cat,2665,Com Cat Registrada
2008-01-01,"Dorso (Incl. Músculos Dorsais, Coluna e Medula)",Trajeto-Com Cat,2455,Com Cat Registrada
2008-01-01,Abdome (Inclusive Órgãos Internos),Típico-Com Cat,2928,Com Cat Registrada
2008-01-01,Abdome (Inclusive Órgãos Internos),Doença do Trabalho-Com Cat,251,Com Cat Registrada
2008-01-01,Abdome (Inclusive Órgãos Internos),Trajeto-Com Cat,956,Com Cat Registrada
